Unnamed: 0,Date,Text,Sentiments
157,2019-10-30,"General Electric Co <GE.N> posted adjusted profits on Wednesday that beat analysts' estimates and wowed investors by promising to deliver $1 billion more cash this year than it had previously forecast, sending its shares sharply higher.",-1
158,2019-10-30,"General Electric Co is not planning for the Boeing Co 737 MAX jetliner to return to service this year, GE Chief Executive Officer Larry Culp said during an earnings phone conference on Wednesday.",-1
159,2019-10-30,General Electric Co on Wednesday posted a $1.3 billion loss in the third quarter as it continued its efforts to reboot several of its businesses after taking a $22 billion charge a year ago.,-1
160,2019-10-07,"General Electric Co said on Monday it would freeze pensions for about 20,000 salaried U.S. employees and take other related moves to help the ailing conglomerate cut debt and reduce its retirement fund deficit by up to $8 billion.",-1
161,2019-10-07,"General Electric Co said on Monday it was freezing the pension plan for about 20,000 U.S. employees with salaried benefits, as the industrial conglomerate looks to cut its huge debt pile.",-1
162,2019-09-19,"Lawrence Culp has held the top job at General Electric <GE.N> for nearly one year and on Thursday one of the industrial conglomerate's biggest shareholders, activist investor Nelson Peltz, gave him a shout-out for being ""fantastic.""",1
163,2019-09-12,"A grand jury in Alaska this week indicted General Electric's Baker Hughes, two of its subsidiaries and an employee, for 25 felony charges of assault relating to toxic chemical releases at a construction site, according to authorities.",-1
164,2019-09-11,"General Electric Co (GE) on Wednesday said it plans to reduce its ownership in oil and gas company Baker Hughes A GE Co to 38.4% from 50.4% at June-end, and aims to raise $2.7 billion in the process.",1
165,2019-09-11,"General Electric Co on Wednesday said it plans to reduce its ownership in oil and gas company Baker Hughes A GE Co to 38.4% from 50.4% at June-end, and aims to raise $2.7 billion in the process.",1
166,2019-09-10,"General Electric <GE.N> is looking to raise up to $3 billion in sale of majority-owned Baker Hughes <BHGE.N> shares, resulting in a reduction of the U.S industrial conglomerate's stake in the oilfield services provider to less than 50%, Baker Hughes said on Tuesday.",-1
167,2019-09-10,"Paris prosecutors are investigating allegations of what they called an improper acquisition of interest by Hugh Bailey, head of General Electric in France, who worked as an adviser to President Emmanuel Macron when he ran the economy ministry.",-1
168,2019-09-05,"General Electric Co is investigating the cause of another accident involving wind power equipment it built and installed on a wind farm in Brazil operated by power company Omega, the two companies said on Thursday.",0
169,2019-09-03,"Oil prices are likely to remain range-bound for the ""foreseeable future"" and there will be little spending growth in North American oil and gas fields in the near to medium term, Lorenzo Simonelli, chief executive of General Electric Co's Baker Hughes said on Tuesday.",1
170,2019-08-29,A federal judge in Manhattan on Thursday partially dismissed a lawsuit by investors in General Electric Co that accused the company of concealing $24 billion in insurance liabilities and using fraudulent accounting to prop up its power business.,-1
171,2019-08-29,A federal judge in Manhattan on Thursday partially dismissed a lawsuit by investors in General Electric Co that accused the company of concealing $24 billion in insurance liabilities and using fraudulent accounting to prop up its power business.,-1
172,2019-08-21,"New York sued the U.S. Environmental Protection Agency on Wednesday, accusing the agency of prematurely allowing General Electric Co to stop clearing the Hudson River of PCB contamination before the cleanup was finished.",-1
173,2019-08-21,"New York sued the U.S. Environmental Protection Agency on Wednesday, accusing the agency of allowing General Electric Co to stop clearing the Hudson River of PCB contamination before the cleanup work was finished.",-1
174,2019-08-20,"Betting against General Electric Co <GE.N> stock has increased in the last week as the stock has fallen following a report by fraud investigator Harry Markopolos that questioned the conglomerate's accounting, financial analytics firm S3 Partners said on Tuesday.",-1
175,2019-08-20,"General Electric Co ranks among the riskiest backers of long-term care insurance, suffering from both a high exposure to claims and a relatively small cash pile to pay them, Fitch Ratings said in a report on Tuesday.",-1
176,2019-08-19,General Electric Co reinforced its defense of its accounting practices on Monday after investors asked more questions about an unusual research report last week that accused the jet engine and power plant maker of financial fraud.,-1
177,2019-08-19,General Electric Co further defended itself on Monday against fraud investigators who said last week the Boston-based conglomerate had failed to put aside money to cover $29 billion in potential insurance losses and had improperly counted profit from subsidiary Baker Hughes...,-1
178,2019-08-15,"General Electric Co <GE.N> shares fell as much as 15% on Thursday after fraud investigator Harry Markopolos, who blew the whistle on Bernard Madoff's Ponzi scheme, said GE was concealing deep financial problems, prompting a sharp rebuke from GE's new CEO.",-1
179,2019-08-15,"General Electric is getting a harsh lesson in the cost of credibility. A man who warned about Bernie Madoff’s Ponzi scheme claims the conglomerate is hiding $38 billion in losses with false accounting. The company run by Larry Culp strongly denies it, but its history of...",0
180,2019-08-15,"General Electric Co <GE.N> Chief Executive Larry Culp said on Thursday that a report alleging GE was hiding financial problems was ""market manipulation – pure and simple.""",-1
181,2019-08-15,"General Electric Co Chief Executive Larry Culp said on Thursday that a report alleging GE was hiding financial problems was ""market manipulation – pure and simple.""",-1
182,2019-08-15,"General Electric shares fell 5% on Thursday after the Wall Street Journal reported that Harry Markopolos, a whistleblower in the Bernard Madoff Ponzi case, had alleged that company financial filings masked the depths of its problems.",-1
183,2019-08-14,"General Electric Co <GE.N> has clinched a labor deal with all 6,600 of its unionized workers in the United States, averting potential strikes that could have hit the ailing conglomerate's jet engine production, the company and unions said on Wednesday.",1
184,2019-07-31,"General Electric Co <GE.N> raised its 2019 forecast on Wednesday, but disclosed more than $1 billion in potential costs from Boeing's grounded 737 MAX jetliner, puncturing an early share rally.",-1
185,2019-07-31,"General Electric Co's oilfield services arm, Baker Hughes, beat quarterly profit estimates on Wednesday, driven by higher LNG drilling and demand for its oilfield services in international markets, sending its shares up nearly 6%.",-1
186,2019-07-31,"General Electric Co swung back to a financial loss in the second quarter, as the restructuring of its ailing power business drained more cash than expected from its otherwise profitable industrial unit.",-1
187,2019-07-23,"Starwood Capital Group and Apollo Global Management <APO.N> have submitted offers to buy an aircraft-financing business owned by General Electric Co <GE.N> that could be valued at about $4 billion, Bloomberg reported on Tuesday, citing people familiar with the matter.",-1
188,2019-07-23,"Starwood Capital Group and Apollo Global Management have submitted offers to buy an aircraft-financing business owned by General Electric Co that could be valued at about $4 billion, Bloomberg reported on Tuesday, citing people familiar with the matter.",-1
189,2019-07-18,"Arcline Investment Management, a U.S. private equity firm founded by former Golden Gate dealmaker Rajeev Amara, said on Thursday it would buy a unit of Baker Hughes <BHGE.N>, General Electric Co's <GE.N> oil-servicing subsidiary.",1
190,2019-07-10,"General Electric Co lacks standing to appeal an unfavorable Patent Trial and Appeal Board decision in a dispute with United Technologies Corp, a federal appeals court said on Wednesday.",-1
191,2019-07-01,"After an unusual number of explosions, several Brazilian power transmission companies have started removing a piece of equipment made by General Electric Co <GE.N>, a blow for GE's Brazil unit as it battles competing suppliers from China and India.",-1
192,2019-06-26,"The machinists union said on Wednesday it opposes a tentative labor contract reached this week with General Electric Co, potentially impeding the Boston-based conglomerate's efforts to avoid labor unrest during a difficult period.",-1
193,2019-06-26,"The machinists union said on Wednesday it opposes a tentative labor contract reached this week with General Electric Co, potentially impeding the Boston-based conglomerate's efforts to avoid labor unrest during a difficult period.",-1
194,2019-06-21,General Electric Co said on Friday it plans to demolish a large power plant it owns in California this year after only one-third of its useful life because the plant is no longer economically viable in a state where wind and solar supply a growing share of inexpensive electricity...,1
195,2019-06-21,General Electric Co said on Friday it plans to demolish a large power plant it owns in California after only one-third of its useful life because the plant is no longer economically viable.,0
196,2019-06-17,"General Electric plans to cut around 450 jobs at two Swiss sites to help address ""challenges on the global energy markets"", the U.S. industrial conglomerate said on Monday.",-1
197,2019-06-12,"ABB has appointed industrial and software specialist Maryrose Sylvester as the new head of its U.S. business, the Swiss engineering company said on Wednesday, replacing company veteran Greg Scheu, who is due to retire.",1
198,2019-06-05,"Boeing Co's effort to build the world's largest twin-engined jet, the 777X, continues to be hampered by challenges with General Electric Co's new GE9X turbine engine, a top Boeing executive said on Wednesday.",-1
199,2019-06-05,"Boeing Co's effort to build the world's largest twin-engined jet, the 777X, continues to be hampered by challenges with General Electric Co's new GE9X turbine engine, a top Boeing executive said on Wednesday.",-1
200,2019-06-05,"General Electric Co is getting more ""candor"" from managers of its businesses by spending days - rather than hours as it previously did - on review meetings with each unit, Chief Financial Officer Jamie Miller said on Wednesday.",-1
201,2019-06-05,"General Electric Co is getting more ""candor"" from managers of its businesses by spending days - rather than hours as it previously did - on review meetings with each unit, Chief Financial Officer Jamie Miller said on Wednesday.",-1
202,2019-06-01,"A General Electric (GE) factory in eastern France where the U.S. group is planning job cuts will not close down, and the firm is looking into alternatives there including building aeronautical parts, GE's French boss said in a media interview.",1
203,2019-05-30,"(This May 30 story corrects to say GE is cutting power unit headquarters costs 20% and GE plans to cut another $800 mln in power divison costs, not $1.6 bln in the 6th and last paragraph respectively.)",-1
204,2019-05-30,"General Electric Co affirmed on Thursday that it expects negative free cash flow in the second quarter, and said its power unit plans to cut headquarters costs by about 20% over the next two years as it tries to become leaner.",-1
205,2019-05-28,"French Finance Minister Bruno Le Maire said on Tuesday he would fight to save jobs at a General Electric Co (GE) factory in eastern France where more than 1,000 posts are threatened.",-1
206,2019-05-28,"General Electric (GE) has announced a plan to cut around 1,000 jobs in France, said a trade union source, in a move that could set the U.S. company at odds with the French government which has consistently urged GE not to cut French jobs.",-1
207,2019-05-26,"Air New Zealand Ltd said on Monday it had ordered eight Boeing Co 787 jets worth $2.7 billion at list prices, which will by powered by General Electric engines.",1
208,2019-05-22,"General Electric Co, once seen as the epitome of corporate greatness, is trying to end infighting between its divisions, tighten up management and fix quality problems in its products, Chief Executive Officer Larry Culp said on Wednesday.",-1
209,2019-05-22,"General Electric Co Chief Executive Officer Larry Culp affirmed the ailing conglomerate's weak forecasts for 2019 and beyond on Wednesday, a potential sign of stability after his predecessors repeatedly missed financial goals.",1
210,2019-05-17,"The U.S. FBI is investigating corporate giants Johnson & Johnson, Siemens AG, General Electric Co and Philips for allegedly paying kickbacks as part of a scheme involving medical equipment sales in Brazil, two Brazilian investigators have told Reuters.",-1
211,2019-05-15,"General Electric Co tamped down enthusiasm about a quick recovery in its power-plant unit on Wednesday, and an analyst said the company was not ""telling the whole story"" about purported market-share gains at its ailing power unit.",-1
212,2019-05-15,"General Electric Co expects its core power-plant business to lose significant cash this year and does not expect large improvement in that business' cash flow margins for at least three years, the company's chief financial officer said on Wednesday.",-1
213,2019-05-14,"General Electric Co won the most orders in the sharply contracting market for new gas-fired power plants in the first quarter, according to people familiar with the matter.",-1
214,2019-05-09,General Electric Co shareholders offered their latest endorsement of new Chief Executive Larry Culp this week when they approved a 2018 pay package worth $15 million.,1
215,2019-05-09,General Electric Co shareholders offered their latest endorsement of new Chief Executive Larry Culp this week when they approved a 2018 pay package worth $15 million.,1
216,2019-05-08,General Electric Co Chief Executive Larry Culp said on Wednesday that the company will likely have weaker quarters for the rest of the year after a surprisingly good start in the first quarter.,-1
217,2019-05-08,"General Electric Co Chief Executive Officer Larry Culp said on Wednesday there are likely to be weaker quarters in the rest of the year after a surprisingly ""good start"" in the first quarter.",-1
218,2019-05-03,Kosovo and London-listed power firm ContourGlobal said on Friday they had chosen a consortium of General Electric subsidiaries to build and equip a new 500 megawatt (MW)coal-fired power plant in the Balkan country.,1
219,2019-04-30,"General Electric Co said on Tuesday it generated more profit and lost less cash than expected in the first quarter, suggesting an improving outlook under its new leader that sent its shares and bonds higher.",-1
220,2019-04-30,"Baker Hughes reported negative free cash flow for the first quarter at a time energy investors have been pushing companies to aggressively shore up capital for dividends and buybacks, sending its shares down as much as 8.5 percent.",-1
221,2019-04-30,"Oilfield services provider Baker Hughes said its adjusted profit doubled in the first quarter, boosted by higher demand for its equipment and services.",-1
222,2019-04-30,"General Electric Co reported a more than three-fold rise in quarterly profit on Tuesday, helped by higher sales in its aviation, oil and gas, and healthcare units.",-1
223,2019-04-23,"General Electric Co on Tuesday put the remnants of its WMC Mortgage unit into bankruptcy, 11 days after paying a $1.5 billion U.S. fine over defective subprime mortgages issued by WMC before the 2008 financial crisis.",-1
224,2019-04-16,State-owned Israel Electric Corp said on Tuesday it will pay General Electric about 1 billion shekels ($280 million) to build and maintain a new unit at one of its power stations.,-1
225,2019-04-12,"General Electric Co will pay a $1.5 billion civil penalty to resolve claims related to subprime residential mortgage loans offered by its WMC Mortgage unit, the U.S. Department of Justice said on Friday.",0
226,2019-04-09,"A federal judge in Boston has dismissed a proposed class action against General Electric Co by Japanese homeowners and businesses affected by the 2011 Fukushima nuclear disaster, ruling that Japan is a better forum for the lawsuit.",-1
227,2019-04-08,"Shares of General Electric Co fell about 6 percent on Monday after J.P. Morgan's Stephen Tusa, a top-rated analyst on the stock, downgraded and further cut his target price to a Street-low of $5.",-1
228,2019-04-08,EU antitrust regulators on Monday fined U.S. conglomerate General Electric 52 million euros ($58.4 million) for providing misleading information in its takeover of Danish rotor blade maker LM Wind two years ago.,-1
229,2019-03-30,"The chief executive of Russia's Inter RAO said on Saturday the energy holding hoped to reach a deal with General Electric Co by October to produce powerful gas turbines in Russia, either as a joint venture or by buying a license from GE.",1
230,2019-03-26,"General Electric Co on Tuesday reached a $49 million settlement to end a long-running lawsuit over its relationship with Thomas Petters, the Minnesota businessman serving a 50-year prison term for running a multibillion-dollar Ponzi scheme.",-1
231,2019-03-26,"General Electric Co has reached a $49 million settlement to end a long-running lawsuit over its relationship with Thomas Petters, the Minnesota businessman serving a 50-year prison term for running a multibillion-dollar Ponzi scheme.",0
232,2019-03-22,The African Development Bank Group said on Friday that two General Electric Co subsidiaries would be temporarily barred from bidding on power contracts as part of a settlement of misconduct cases.,-1
233,2019-03-14,"General Electric Co Chief Executive Larry Culp on Thursday set conservative profit targets for this year and staked his reputation on hitting them and doing better in 2020 and beyond, igniting a rally in the stock.",-1
234,2019-03-14,"General Electric Co forecast adjusted earnings of between 50 cents and 60 cents per share in its 2019 outlook on Thursday, below analysts' expectations of around 70 cents as new Chief Executive Larry Culp ploughs ahead with asset sales and restructuring.",-1
235,2019-03-14,Portfolio manager Michael Kon began buying General Electric Co shares about a year ago and got more last fall after GE Chief Executive Larry Culp outlined plans to reboot the ailing power-plant unit.,0
236,2019-03-07,"General Electric Co will invest more heavily in junk bonds, private equity and other high-yield investments to boost returns at its ailing insurance business, company executives said on Thursday.",0
237,2019-03-07,"General Electric Co said https://www.ge.com/investor-relations/sites/default/files/GE_Capital_Insurance_Teach-In_Presentation.pdf on Thursday it believes its current reserves were ""well-supported"" for its ailing insurance business, as the U.S. industrial conglomerate continues...",0
238,2019-03-05,"General Electric Co's chief executive surprised investors on Tuesday by forecasting a net cash outflow from its industrial businesses this year mainly due to its ailing power-plant unit, a gloomy outlook that sent shares and bonds tumbling.",-1
239,2019-03-05,"General Electric Co said on Tuesday it expects free cash flow from its industrial business to be negative in 2019, mainly due to continuing weakness in its power unit.",-1
240,2019-03-05,General Electric Co is setting aside one of the largest amounts ever to cover potential losses on policies that provide long-term care in nursing facilities and patients' homes. But insurance experts are concerned that may not be enough.,-1
241,2019-03-04,General Electric Co is setting aside one of the largest amounts ever to cover potential losses on policies that provide long-term care in nursing facilities and patients' homes. But insurance experts are concerned that may not be enough.,-1
242,2019-02-26,"General Electric Co has too much debt and needs to reduce it ""thoughtfully and soon"", Chief Executive Officer Lawrence Culp said in a letter to shareholders on Tuesday.",-1
243,2019-02-26,"General Electric Co is targeting dividend in line with peers and needs to reduce its debt ""thoughtfully and soon"", Chief Executive Officer Lawrence Culp said in a letter to shareholders on Tuesday.",-1
244,2019-02-25,General Electric said on Monday it would sell its biopharma business to Danaher Corp for $21.4 billion in the biggest strategy reversal since Lawrence Culp took over as the industrial conglomerate's chief executive in September.,-1
245,2019-02-25,General Electric Co bonds rallied broadly on Monday after the company struck a deal to sell its biopharma business to Danaher Corp for $21.4 billion and said it would use cash from the deal to ease its massive debt burden.,-1
246,2019-02-25,General Electric Co bonds rallied broadly on Monday after the company struck a deal to sell its biopharma business to Danaher Corp for $21.4 billion and said it would use cash from the deal to ease its massive debt burden.,-1
247,2019-02-25,"Medical equipment maker Danaher Corp said it was considering an initial public offering for its dental business, citing the size of its $21.4 billion purchase of General Electric Co's biopharma business.",1
248,2019-02-25,"General Electric Co said on Monday it would sell its biopharma business to Danaher Corp for $21.4 billion, as the U.S. industrial conglomerate sheds non-core businesses to focus on its industrial unit.",-1
249,2019-02-19,A joint venture of Honeywell International Inc and Pratt & Whitney on Tuesday protested the U.S. Army's decision to award General Electric Co a $517 million contract for new Black Hawk and Apache helicopter engines.,-1
250,2019-02-19,A joint venture of Honeywell International Inc and Pratt & Whitney on Tuesday protested the U.S. Army's decision to award General Electric Co a contract for new Black Hawk and Apache helicopter engines.,-1
251,2019-02-14,"General Electric Co scrapped plans for a 12-story headquarters office tower on Boston's waterfront on Thursday, choosing instead to lease smaller buildings nearby and return $87 million in incentives to the state of Massachusetts.",-1
252,2019-02-14,"General Electric Co scrapped plans for a 12-story headquarters office tower on Boston's waterfront on Thursday, choosing instead to lease smaller buildings nearby and return $87 million in incentives to the state.",-1
253,2019-02-12,"General Electric Co booked the most orders for electricity-generating gas turbines in 2018 but fell to second place for the largest and most advanced machines, behind Mitsubishi Hitachi Power Systems, according to a closely watched report seen by Reuters and people familiar...",-1
254,2019-02-07,"Rating agency Fitch on Thursday cut its outlook for General Electric Co to ""negative"" from ""stable"", citing risks associated with its power business and an expected drop in free cash flow at its industrial unit.",-1
255,2019-02-05,"General Electric is to pay 50 million euros ($57 million) for failing to meet a job creation target agreed when it took over French group Alstom's energy business, the French Finance Ministry said on Tuesday.",-1
256,2019-02-04,General Electric Co said on Monday it expects to close the merger of its transportation business with Wabtec Corp on Feb. 25 and set a record date for distribution of shares.,0
257,2019-02-04,General Electric Co said on Monday it would spin off its transportation business on Feb. 14 and that it expects to distribute 8.7 billion shares of the unit to its shareholders.,0
258,2019-02-01,"General Electric Aviation, a unit of General Electric Co, has been awarded a $517 million U.S. Army contract for the engineering and manufacturing development phase of the Improved Turbine Engine Program, the Pentagon said on Friday.",0
259,2019-01-31,"General Electric Co beat estimates for sales and cash flow in the fourth quarter and said on Thursday it had reached a tentative deal to settle a subprime mortgage case with U.S. regulators, sending its shares sharply higher.",-1
260,2019-01-31,"General Electric Co expects industrial revenue to rise by low to mid-single-digit percent this year, as gains at renewable energy, aviation and healthcare offset a decline in the power unit, Chief Executive Officer Larry Culp said on Thursday.",-1
261,2019-01-31,"Baker Hughes, General Electric Co's oilfield services arm, gave an upbeat outlook for the year on Thursday as its quarterly orders rose and sanctions of liquefied natural gas projects accelerated.",1
262,2019-01-31,"General Electric Co expects industrial revenue to rise by low to mid-single-digit percent this year, as gains at renewable energy, aviation and healthcare offset a decline in the power unit, Chief Executive Officer Larry Culp said on Thursday.",-1
263,2019-01-31,"General Electric Co' CEO Larry Culp said on Thursday he expects the company's 2019 industrial organic revenue growth to be up low to mid-single digits, led by a significant ramp in renewables and strength in aviation and healthcare units.",1
264,2019-01-31,"Baker Hughes, General Electric Co's oilfield services arm, posted an 85 percent rise in adjusted quarterly profit on Thursday, boosted by a surge in demand for its oilfield services.",-1
265,2019-01-31,"U.S. industrial conglomerate General Electric Co reported a $666 million profit for the fourth quarter, recovering from the $23 billion charge it took three months ago as it began restructuring under a new chief executive.",-1
266,2019-01-30,"General Electric Co said on Wednesday it would fold its battery storage and electrical grid units into its wind turbine and hydropower business to cut costs, speed decision-making and cater to surging demand for renewable power.",1
267,2019-01-30,General Electric Co on Wednesday said it would consolidate its renewable and grid assets into a single business.,1
268,2019-01-30,"Debt-laden Indian carrier Jet Airways on Wednesday denied its aircraft had been grounded by GE Capital Aviation Services (GECAS), after media reports raised further concerns over the airline's ability to pay dues.",-1
269,2019-01-29,Shares of General Electric Co fell 3 percent on Tuesday after a top-rated JP Morgan analyst raised concerns about the company's divestiture plans and its impact on free cash flow.,-1
270,2019-01-28,Investors who have scooped up decimated shares of General Electric Co are willing to wait years to reap a solid return but also hope the U.S. conglomerate will show progress in its turnaround plan and avoid more negative surprises.,0
271,2019-01-23,"General Electric <GE.N>, which bought Alstom's energy business in 2015, aims to slash close to 470 jobs across the division in France in the face of falling orders worldwide, unions said on Wednesday.",-1
272,2019-01-15,"Brazil's power system operator has requested that 662 transformers made by General Electric Co <GE.N> be removed from the country's grid after a number of explosions involving the devices, according to document seen by Reuters.",-1
273,2019-01-04,"Private equity firm Apollo Global Management LLC <APO.N> is working on an offer to acquire General Electric Co's aircraft leasing operations, which are worth as much as $40 billion, people familiar with the matter said on Friday.",0
274,2018-12-30,(This december 30 story corrects name of indexes in paragraphs 4 and 22 to ICE BofAML from Bank of America/Merrill Lynch),0
275,2018-12-13,"General Electric Co <GE.N> on Thursday said its digital unit would sell a majority stake in ServiceMax, a cloud-based provider of software used in inventory and workforce management, to technology-focused private equity firm Silver Lake.",0
276,2018-12-13,A JP Morgan analyst who has long held a negative outlook on General Electric Co <GE.N> shares as they have tumbled upgraded his view on the conglomerate's stock on Thursday.,-1
277,2018-12-13,"General Electric Co on Thursday said its digital unit would sell a majority stake in ServiceMax, a cloud-based provider of software used in inventory and workforce management, to technology-focused private equity firm Silver Lake.",1
278,2018-12-10,"General Electric Co <GE.N> on Monday elected Paula Rosput Reynolds to its board of directors, replacing John Brennan who had earlier announced his intention to retire.",0
279,2018-12-07,"Utilities are shutting down at least 18 of General Electric Co's <GE.N> newest gas turbines for repairs at power plants from Taiwan to France, according to more than a dozen interviews with plant operators and industry experts.",-1
280,2018-12-07,"Utilities are shutting down at least 18 of General Electric Co's <GE.N> newest gas turbines for repairs at power plants from Taiwan to France, according to more than a dozen interviews with plant operators and industry experts.",-1
281,2018-11-30,"General Electric Co's <GE.N> former employees are being questioned by federal investigators about details in a legacy insurance business that led to accounting issues at the conglomerate last year, the Wall Street Journal reported on Friday.",-1
282,2018-11-25,"Trade Bank of Iraq, Standard Chartered <STAN.L> and General Electric <GE.N> closed a $600 million financing agreement to fund a power project in Iraq, the trio said on Sunday.",0
283,2018-11-19,"General Electric Co <GE.N> shook up its ailing power business again on Monday, naming a CEO for its new gas-power division and bringing a veteran GE executive back from retirement to help.",-1
284,2018-11-19,"General Electric Co is bringing back former vice chairman John Rice to the conglomerate as chairman of its revamped gas power business, the company said on Monday.",0
285,2018-11-15,General Electric said on Thursday it has handed over the leadership of a consortium chosen to run a Nigerian rail concession to South Africa's Transnet after the U.S. company spun off its transport business.,-1
286,2018-11-15,General Electric (GE) said on Thursday it has passed the leadership of a consortium picked to run a Nigerian rail concession to South Africa's Transnet after the U.S. firm exited its transport business.,1
287,2018-11-14,"Several prominent investors raised their stakes in General Electric Co <GE.N> in the third quarter, before its shares sank in recent weeks, filings with the U.S. Securities and Exchange Commission showed on Wednesday.",-1
288,2018-11-14,"General Electric Co <GE.N> has pulled out of a long-term concession deal with the Nigerian government to maintain and operate narrow-gauge rail lines in the West African country, a procurement process adviser told Reuters on Wednesday.",0
289,2018-11-14,"Oilfield services company Baker Hughes <BHGE.N>, majority owned by General Electric Co <GE.N>, said a previously announced share offering was priced at a discount of 3.4 percent, sending shares of both companies lower on Wednesday.",0
290,2018-11-13,"General Electric Co <GE.N> plans to raise $4 billion in needed cash by year end, the company said on Tuesday, speeding its planned sale of a stake in oilfield services unit Baker Hughes <BHGE.N>.",0
291,2018-11-13,"General Electric Co said on Tuesday it would sell a portion of its stake in Baker Hughes , a day after the U.S. conglomerate said it would divest assets to repay debt.",0
292,2018-11-12,"General Electric Co <GE.N> will sell assets with ""urgency"" to reduce its high debt, Chief Executive Officer Larry Culp said on Monday, as GE shares tumbled as much as 10 percent and the cost of insuring its debt hit a six-year high.",-1
293,2018-11-12,"General Electric Co Chief Executive Officer Larry Culp said on Monday the company was saddled with too much debt and would urgently sell assets to reduce levels of leverage, sending its shares down as much as 8 percent.",-1
294,2018-11-12,"General Electric Co Chief Executive Officer Larry Culp said on Monday the company was saddled under too much debt and would urgently sell assets to pay off debt, sending its shares down 8 percent.",-1
295,2018-11-09,"Shares of General Electric Co <GE.N> tumbled on Friday after a JP Morgan analyst slashed his target price on the stock to a lowly $6, dealing a fresh blow to the U.S. industrial conglomerate's flagging share price.",-1
296,2018-11-07,"The Russian-Chinese joint venture developing a new long-haul jet is choosing between General Electric's GEnX and Rolls Royce's Trent 7000 engines and plans to make a decision by the first half of next year, one of its chief designers said.",1
297,2018-11-05,"General Electric Co <GE.N> is in talks to sell its commercial lighting business to private equity firm American Industrial Partners, Bloomberg reported on Monday, citing people familiar with the matter.",-1
298,2018-11-05,General Electric Co on Monday downplayed concerns that its U.S. tax liabilities could increase by billions of dollars and that a decision by British tax authorities could saddle the company with an additional $1 billion tax bill.,-1
299,2018-10-30,"General Electric Co slashed its dividend on Tuesday, said it faces a deepening federal accounting probe and vowed to restructure its power unit, as new Chief Executive Larry Culp took his first steps to revive the struggling conglomerate.",-1
300,2018-10-30,General Electric Co shareholders were dealt yet another blow on Tuesday.,-1
301,2018-10-30,GE's Baker Hughes <BHGE.N> has halted its share buyback program as it awaits more clarity from parent General Electric <GE.N> about its plans as the U.S. conglomerate embarks on more organizational and financial changes.,1
302,2018-10-30,General Electric Co <GE.N> said the U.S. Securities and Exchange Commission had expanded its probe of GE's accounting to include a $22.8 billion writedown of goodwill from GE's power division.,-1
303,2018-10-30,General Electric Co said the U.S. Securities and Exchange Commission had expanded its probe of GE's accounting to include a $22.8 billion writedown of goodwill from GE's power division.,-1
304,2018-10-30,"Baker Hughes, General Electric Co's oilfield services arm, posted a quarterly profit on Tuesday as record U.S. crude oil production boosted demand for its services.",-1
305,2018-10-21,"Iraq has signed agreements with General Electric and Siemens (SIEGn.DE) over potential deals to develop the country's power infrastructure, the electricity ministry said on Sunday.",1
306,2018-10-21,"Iraq has signed a memorandum of understanding (MoU) with General Electric to develop the country's power infrastructure, the electricity ministry said in a statement on Sunday.",0
307,2018-10-17,"Siemens <SIEGn.DE> may have to share a multi-billion dollar deal with U.S. rival General Electric <GE.N> to improve Iraq's energy supply system following an intervention by President Donald Trump's administration, The Financial Times reported on Wednesday.",-1
308,2018-10-15,"Aerion Supersonic, the developer of a $120 million supersonic business jet, said on Monday it would be able to take off and land without regulatory changes in the United States, a potential boost to efforts to bring back faster air travel.",1
309,2018-10-12,General Electric Co <GE.N> put off publication of its third-quarter results by almost a week on Friday to allow new Chief Executive Officer Larry Culp to complete business reviews and site visits.,-1
310,2018-10-12,General Electric Co said on Friday it has pushed back its third-quarter earnings release date to Oct. 30 to allow new Chief Executive Officer Larry Culp complete business reviews and site visits.,1
311,2018-10-08,"The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Monday:",-1
312,2018-10-08,"General Electric Co <GE.N> said on Monday it plans to sell a portfolio of $1 billion in energy investments to Apollo Global Management LLC <APO.N>, as the U.S. conglomerate sheds assets in its finance arm to focus on its industrial business.",1
313,2018-10-03,French Finance Minister Bruno Le Maire said on Wednesday he would press General Electric's new chief executive to stick to French job creation pledges made by the CEO's predecessor.,-1
314,2018-10-02,"Ratings agency Standard & Poor's cut General Electric Co's <GE.N> credit rating on Tuesday, a day after the conglomerate announced a $23 billion charge related to its power business and ousted its chief executive officer.",-1
315,2018-10-02,"Credit ratings agency Moody's Investor Service said on Tuesday it has placed ratings of General Electric Co and its finance unit under review for a downgrade, a day after the conglomerate replaced its chief executive officer.",-1
316,2018-10-02,"Factory automation equipment maker Emerson Electric Co <EMR.N> on Tuesday agreed to buy General Electric Co's <GE.N> intelligent platforms business, a day after the conglomerate replaced its chief executive officer.",0
317,2018-10-01,"General Electric Co <GE.N> ousted Chief Executive Officer John Flannery in a surprise move on Monday, replacing him with outsider and board member Larry Culp, and said it would take a roughly $23 billion charge to write off goodwill in its power division, primarily from...",-1
318,2018-10-01,"While John Flannery's tenure at the helm of General Electric <GE.N> was far shorter than that of his predecessor Jeff Immelt, the two former chiefs have one thing in common: They both presided over a sharp drop in GE shares.",0
319,2018-10-01,"While John Flannery's tenure at the helm of General Electric was far shorter than that of his predecessor Jeff Immelt, the two former chiefs have one thing in common: They both presided over a sharp drop in GE shares.",0
